postalcode,work_location,employee_count
C1N 1N1,"Athena High School",1
C1N 1P1,"Undefined Location",1
C1N 1R2,"Borden Visitor Information Cen",1
C1N 1R5,"Holman Centre (Summerside)",1
C1N 1R5,"Summerside Government Garage",1
C1N 1R6,"Prince County Jail &Courthouse",1
C1N 1T1,"O'Leary",1
C1N 1T5,"Abrams Village Library",1
C1N 1T9,"Summerside Youth Centre",1
C1N 1V2,"Summerside Waterfront Dev Bldg",1
C1N 1V8,"Summerside Government Garage",1
C1N 1V8,"Summerside Waterfront Mall",2
C1N 1W2,"Granville Street Liquor Store",1
C1N 1W2,"Summerside Government Garage",1
C1N 1X3,"Beaconsfield Historic House",1
C1N 1Y9,"Granville Street Liquor Store",1
C1N 1Z2,"Summerside Government Garage",1
C1N 2A2,"Beaconsfield Historic House",1
C1N 2A8,"Tyne Valley Child/Youth Dev Hl",1
C1N 2B2,"Access PEI - Summerside",1
C1N 2B2,"Summerside Waterfront Dev Bldg",1
C1N 2B3,"Forestry Depot Wellington",1
C1N 2B7,"Sherwood Business Centre",1
C1N 2B8,"Provincial Admin Building",1
C1N 2B8,"Summerside Government Garage",1
C1N 2C6,"Granville Street Liquor Store",1
C1N 2E8,"Summerside Government Garage",1
C1N 2G4,"Provincial Admin Building",1
C1N 2G4,"Summerside Rotary Reg. Library",1
C1N 2G9,"Summerside",1
C1N 2H1,"SirLouisHenryDaviesLawCourt",1
C1N 2H4,"Sherwood Business Centre",1
C1N 2H7,"Summerside Government Garage",1
C1N 2H8,"Provincial Admin Building",1
C1N 2H8,"Summerside Youth Centre",1
C1N 2J2,"Holman Building (Ch'town)",1
C1N 2J4,"Summerside Government Garage",1
C1N 2J9,"Stratgartney Park",1
C1N 2J9,"Summerside Government Garage",1
C1N 2K1,"Access PEI - Summerside",1
C1N 2K1,"Summerside Government Garage",1
C1N 2K3,"Comm & Corr Services",1
C1N 2K4,"Provincial Admin Building",1
C1N 2K7,"Access PEI - Summerside",1
C1N 2L4,"Cabot Beach Park",1
C1N 2L8,"Liquor Control Commission",1
C1N 2M4,"Access PEI - Summerside",1
C1N 2M4,"Atlantic Technology Centre",1
C1N 2M4,"Ch'Town Government Garage",1
C1N 2M4,"Education Technology Centre",1
C1N 2M5,"Child & Family  Services",1
C1N 2M5,"Holman Centre (Summerside)",1
C1N 2M6,"Provincial Admin Building",1
C1N 2M7,"Granville Street Liquor Store",1
C1N 2M9,"Liquor Control Commission",1
C1N 2N1,"Summerside Government Garage",1
C1N 2N2,"Granville Street Liquor Store",1
C1N 2N2,"Summerside Cannabis Store",1
C1N 2N3,"Summerside Government Garage",1
C1N 2N7,"Holland College Royalty Centre",1
C1N 2N7,"Holman Building (Ch'town)",1
C1N 2N8,"Summerside Government Garage",1
C1N 2P1,"Holman Centre (Summerside)",1
C1N 2P3,"Cabot Beach Park",1
C1N 2P5,"Provincial Admin Building",1
C1N 2P8,"Ch'Town Government Garage",1
C1N 2R7,"Summerside Waterfront Mall",1
C1N 2S2,"Summerside Youth Centre",1
C1N 2S6,"Access PEI - Summerside",1
C1N 2T1,"Provincial Admin Building",1
C1N 2T1,"Sherwood Business Centre",1
C1N 2W5,"336 Lefurgey Ave.",1
C1N 2W5,"Prince County Jail &Courthouse",1
C1N 2Z8,"Charlottetown Cannabis Store",1
C1N 3A5,"Summerside Youth Centre",1
C1N 3B1,"Holman Centre (Summerside)",1
C1N 3H7,"Summerside Rotary Reg. Library",1
C1N 3J6,"Granville Street Liquor Store",1
C1N 3J6,"Summerside Government Garage",1
C1N 3J7,"Customs House",1
C1N 3K1,"Summerside Rotary Reg. Library",1
C1N 3K4,"HRDC Building",1
C1N 3L2,"Summerside Rotary Reg. Library",1
C1N 3L3,"Sherwood Business Centre",1
C1N 3L7,"Borden Visitor Information Cen",1
C1N 3M4,"Summerside Cannabis Store",1
C1N 3M5,"CARREFOUR DE L'ISLE-SAINT-JEAN",1
C1N 3M5,"Prince County Jail &Courthouse",1
C1N 3P6,"Summerside Government Garage",1
C1N 3R3,"Granville Street Liquor Store",1
C1N 3S4,"Provincial Admin Building",1
C1N 3W1,"Eptek/Wyatt Centre",1
C1N 3W4,"Summerside Government Garage",1
C1N 3Y2,"Potato Service Building",1
C1N 3Y3,"Provincial Admin Building",1
C1N 3Y6,"Linkletter Park",1
C1N 3Y7,"Granville Street Liquor Store",1
C1N 3Y8,"Provincial Admin Building",1
C1N 3Y8,"Tyne Valley Child/Youth Dev Hl",1
C1N 3Z1,"Provincial Admin Building",1
C1N 3Z2,"Prince County Jail &Courthouse",1
C1N 3Z3,"Summerside Waterfront Mall",1
C1N 3Z6,"Child & Family  Services",1
C1N 3Z9,"Granville Street Liquor Store",1
C1N 4A1,"May Point Plaza",1
C1N 4A1,"Summerside Government Garage",1
C1N 4A5,"Forestry Depot Wellington",1
C1N 4A5,"Summerside Government Garage",1
C1N 4A6,"Access PEI - Summerside",1
C1N 4A6,"Granville Street Liquor Store",1
C1N 4A6,"Provincial Admin Building",1
C1N 4A6,"Undefined Location",1
C1N 4A7,"Granville Street Liquor Store",1
C1N 4A8,"Summerside Government Garage",1
C1N 4A9,"Provincial Admin Building",1
C1N 4A9,"Undefined Location",1
C1N 4B2,"Access PEI - Summerside",1
C1N 4B2,"Summerside Youth Centre",1
C1N 4B6,"Holman Centre (Summerside)",1
C1N 4B8,"Access PEI - Summerside",1
C1N 4B8,"Summerside Government Garage",1
C1N 4C6,"Access PEI - Summerside",1
C1N 4E2,"Provincial Admin Building",1
C1N 4E3,"Summerside Waterfront Mall",1
C1N 4G6,"Summerside Youth Centre",1
C1N 4G7,"Provincial Admin Building",1
C1N 4G9,"Provincial Correctional Centre",1
C1N 4H1,"Potato Service Building",1
C1N 4J1,"Summerside Government Garage",1
C1N 4J8,"185 Beach Grove Road",1
C1N 4J8,"Access PEI - Summerside",3
C1N 4J8,"Beaconsfield Historic House",1
C1N 4J8,"Child & Family  Services",1
C1N 4J8,"Forestry Depot Wellington",2
C1N 4J8,"Granville Street Liquor Store",1
C1N 4J8,"Highway Safety Charlottetown",1
C1N 4J8,"Holland College Royalty Centre",1
C1N 4J8,"Holman Centre (Summerside)",1
C1N 4J8,"HRDC Building",1
C1N 4J8,"Linkletter Park",1
C1N 4J8,"Provincial Admin Building",4
C1N 4J8,"Provincial Correctional Centre",2
C1N 4J8,"Sherwood Business Centre",1
C1N 4J8,"SirLouisHenryDaviesLawCourt",1
C1N 4J8,"Summerside Cannabis Store",1
C1N 4J8,"Summerside Government Garage",4
C1N 4J8,"Summerside Youth Centre",2
C1N 4J8,"Tyne Valley Child/Youth Dev Hl",1
C1N 4J9,"Access PEI - Summerside",4
C1N 4J9,"Cabot Beach Park",1
C1N 4J9,"Charlottetown",1
C1N 4J9,"Child & Family  Services",1
C1N 4J9,"Comm & Corr Services",1
C1N 4J9,"Elmer Blanchard Building",1
C1N 4J9,"Evangline Reg. Service Centre",1
C1N 4J9,"Founders' Hall",1
C1N 4J9,"Highway Safety Charlottetown",1
C1N 4J9,"Kensington Liquor Store",1
C1N 4J9,"Murchison House",1
C1N 4J9,"Prince County Jail &Courthouse",1
C1N 4J9,"Provincial Admin Building",2
C1N 4J9,"Summerside Government Garage",4
C1N 4J9,"Tignish Body Shop",1
C1N 4J9,"Tyne Valley Child/Youth Dev Hl",1
C1N 4K2,"Summerside Government Garage",1
C1N 4K4,"Sherwood Business Centre",1
C1N 4L1,"Summerside Government Garage",1
C1N 4L2,"Highway Safety Charlottetown",1
C1N 4L3,"Summerside Government Garage",1
C1N 4L4,"Prince County Jail &Courthouse",1
C1N 4M6,"Borden Visitor Information Cen",1
C1N 4M6,"Summerside Government Garage",1
C1N 4N5,"Prince County Jail &Courthouse",1
C1N 4P6,"Elmer Blanchard Building",1
C1N 4P6,"Provincial Admin Building",1
C1N 4P8,"Cabot Beach Park",1
C1N 4P9,"Potato Service Building",1
C1N 4R8,"Access PEI - Summerside",1
C1N 4S1,"Summerside Cannabis Store",1
C1N 4T5,"Holman Centre (Summerside)",1
C1N 4V4,"Summerside Youth Centre",1
C1N 4V5,"Summerside Youth Centre",1
C1N 4V6,"Granville Street Liquor Store",1
C1N 4V8,"Provincial Correctional Centre",1
C1N 4W1,"Summerside Government Garage",1
C1N 4W8,"Child & Family  Services",2
C1N 4W8,"Provincial Admin Building",1
C1N 4W8,"Summerside Waterfront Mall",1
C1N 4Y5,"Access PEI - Summerside",1
C1N 4Y5,"Holman Centre (Summerside)",1
C1N 4Y5,"HRDC Building",1
C1N 4Y6,"Granville Street Liquor Store",1
C1N 4Z2,"Forestry Depot Wellington",1
C1N 4Z5,"Summerside Government Garage",2
C1N 5A2,"Borden Visitor Information Cen",1
C1N 5A5,"Access PEI - Summerside",1
C1N 5A5,"Holman Centre (Summerside)",1
C1N 5A8,"Summerside Government Garage",1
C1N 5A9,"Provincial Admin Building",1
C1N 5A9,"Provincial Correctional Centre",1
C1N 5B2,"Holman Centre (Summerside)",1
C1N 5B3,"Holman Centre (Summerside)",1
C1N 5B3,"Prince County Jail &Courthouse",1
C1N 5B3,"Summerside Youth Centre",1
C1N 5B5,"Holman Centre (Summerside)",1
C1N 5B9,"Holman Centre (Summerside)",1
C1N 5E1,"Summerside Youth Centre",1
C1N 5E2,"Summerside Government Garage",1
C1N 5E4,"Prince County Jail &Courthouse",1
C1N 5E8,"Prince County Jail &Courthouse",1
C1N 5E9,"Eptek/Wyatt Centre",1
C1N 5H1,"Borden Visitor Information Cen",1
C1N 5H3,"SirLouisHenryDaviesLawCourt",1
C1N 5H3,"Summerside Youth Centre",1
C1N 5H8,"Prince County Jail &Courthouse",1
C1N 5H9,"Sherwood Business Centre",1
C1N 5J1,"Access PEI - Summerside",1
C1N 5K2,"Summerside Government Garage",1
C1N 5K4,"Holman Centre (Summerside)",1
C1N 5K6,"Summerside Cannabis Store",1
C1N 5K6,"Summerside Youth Centre",1
C1N 5K8,"Holman Building (Ch'town)",1
C1N 5L6,"Summerside Government Garage",1
C1N 5M6,"Summerside Government Garage",1
C1N 5M9,"Summerside Government Garage",1
C1N 5N9,"Cabot Beach Park",1
C1N 5P7,"Summerside Youth Centre",1
C1N 5R3,"Holman Centre (Summerside)",1
C1N 5R7,"Child & Family  Services",1
C1N 5R9,"Elmer Blanchard Building",1
C1N 5S2,"Customs House",1
C1N 5T5,"Summerside Cannabis Store",1
C1N 5T6,"40A Burns Ave.",1
C1N 5T6,"Tyne Valley Child/Youth Dev Hl",1
C1N 5V5,"Summerside Government Garage",1
C1N 5V6,"336 Lefurgey Ave.",1
C1N 5V7,"Summerside Youth Centre",1
C1N 5V9,"Provincial Admin Building",1
C1N 5W3,"Summerside Youth Centre",1
C1N 5W4,"Comm & Corr Services",1
C1N 5W6,"Linkletter Park",1
C1N 5W6,"Prince County Jail &Courthouse",1
C1N 5W6,"Sherwood Business Centre",1
C1N 5Y2,"Beaconsfield Historic House",1
C1N 5Z4,"Summerside Government Garage",1
C1N 5Z5,"Coles Building",1
C1N 5Z9,"Access PEI - Summerside",1
C1N 6A4,"Access PEI - Summerside",1
C1N 6A4,"Prince County Jail &Courthouse",1
C1N 6A6,"Provincial Admin Building",1
C1N 6A8,"Forestry Depot Wellington",1
C1N 6B9,"Summerside Government Garage",1
C1N 6C1,"SirLouisHenryDaviesLawCourt",1
C1N 6C2,"Linkletter Park",1
C1N 6C3,"Borden Visitor Information Cen",1
C1N 6C3,"Cabot Beach Park",1
C1N 6C3,"Holman Building (Ch'town)",1
C1N 6C3,"Holman Centre (Summerside)",1
C1N 6C3,"Kensington Liquor Store",1
C1N 6E2,"Provincial Admin Building",1
C1N 6G8,"Child & Family  Services",1
C1N 6H2,"40B Burns Ave.",1
C1N 6H2,"Holman Centre (Summerside)",1
C1N 6H2,"Summerside Government Garage",2
C1N 6H9,"Summerside Waterfront Mall",1
C1N 6J3,"Summerside Government Garage",1
C1N 6K1,"Potato Service Building",1
C1N 6L3,"HRDC Building",1
C1N 6L6,"336 Lefurgey Ave.",1
C1N 6L6,"Prince County Jail &Courthouse",1
C1N 6L8,"Child & Family  Services",1
C1N 6M2,"Summerside Youth Centre",1
C1N 6N9,"Charlottetown",1
C1N 6P8,"Access PEI - Summerside",1
C1N 6P9,"Summerside Youth Centre",1
C1N 6R1,"Summerside Waterfront Mall",1
C1N 6R3,"Liquor Control Commission",1
C1N 6R3,"Summerside Waterfront Mall",1
C1N 6R4,"Summerside Youth Centre",1
C1N 6R5,"Summerside Youth Centre",1
C1N 6S5,"Customs House",1
C1N 6T7,"Comm & Corr Services",1
C1N 6V2,"Access PEI - Summerside",1
C1N 6V2,"Holman Building (Ch'town)",1
C1N 6V8,"Holman Centre (Summerside)",1
C1N 0B2,"Holman Centre (Summerside)",1
C1N 3P7,"West Prince Regional Serv. Ctr",1
C1N 4W8,"Kensington Heritage Library",1
C1N 5A5,"Provincial Correctional Centre",1
C1N 6N9,"Summerside Youth Centre",1
C1O 1T0,"Red Road Homes",1
C7B 2B8,"Southern Kings & Queens RSC",1
C7N 4A2,"Borden Scale House",1
C9A 1H5,"Liquor Control Commission",1
C9A 1H5,"Canada",1
C9A 1H5,"Provincial Correctional Centre",1
C0A 2B0,"Potato Service Building",1
C0B 1K0,"Provincial Admin Building",1
E3L 2W9,"Provincial Admin Building",1
E4E 1K6,"Provincial Admin Building",1
J2N 3A7,"Holman Centre (Summerside)",1
L2T 2J2,"Provincial Admin Building",1
M3B 1K2,"Red Point Park",1
T9H 3A7,"Atlantic Technology Centre",1
V2E 0A7,"Red Point Park",1
X1A 0A1,"Child & Family  Services",1
